text;label;
fck you;1;0,307181344
achievement;0;0,353374452
fvck you;1;0,42474897
bondage;1;0,142873669
b1tchs;1;0,612765761
cunts;1;0,87368416
fucked up;1;0,097220061
creation;0;0,392122539
fund;0;0,339520792
assfck;1;0,248315922
willy-whacker;1;0,806932137
diversity;0;0,095251789
swine fucker;1;0,661426168
koala;0;0,976613009
follower;0;0,503165181
segmentation;0;0,711355904
valley;0;0,0923717
resilience;0;0,648189486
polar;0;0,335917518
fxcker;1;0,74817269
darkie;1;0,504167999
ass-fuckers;1;0,857061861
shit3;1;0,83082754
fukker;1;0,392454036
fcukker;1;0,388233654
alarm;0;0,892700242
server;0;0,202668852
fingerbanged;1;0,072001394
starfish;0;0,811319499
anal hore;1;0,319175062
shit-bandit;1;0,218002416
fucks;1;0,96408375
hello;0;0,201299746
blanket;0;0,041683412
liberty;0;0,210059505
b0llock;1;0,991518738
duck;0;0,201785481
mother;0;0,644546278
dynamic;0;0,603202926
packerfudgehead;1;0,554744966
fucking;1;0,976339266
strainer;0;0,47590168
extension cord;0;0,778400159
jack-off;1;0,583842751
tosser;1;0,631901016
fuckahs;1;0,539844087
belief;0;0,629374494
trashbitch;1;0,288048797
mf'ing;1;0,575700481
cocktail;0;0,990422675
coordination;0;0,699932005
jap;1;0,111381416
assfucker;1;0,821460003
joke;0;0,707186833
zero;0;0,286972406
nomad;0;0,565372257
mall;0;0,182802132
research;0;0,487295088
determination;0;0,875733463
love;0;0,36095189
raven;0;0,893306117
jackarse;1;0,158393157
wanker;1;0,345477824
c*ntface;1;0,48049629
rice monkey;1;0,966900141
alligator;0;0,791898897
database;0;0,838152621
phukked;1;0,142190367
c00nies;1;0,086916908
boobs;1;0,647234571
cock;1;0,3873047
washing machine;0;0,495968642
shittasticfuck;1;0,907213223
journey;0;0,064399155
doggo style;1;0,23263139
w@nkers;1;0,857864764
fuckers;1;0,125884953
opinion;0;0,344663353
art;0;0,907787766
trustworthiness;0;0,879969435
ass bandit;1;0,119905727
analysis;0;0,869740981
c*nty;1;0,900044524
shark;0;0,382154476
dyke;1;0,774564911
place;0;0,758760095
n1ght;0;0,995117927
shemal3;1;0,401913035
dumbasses;1;0,093853807
framework;0;0,509659676
director;0;0,311732007
stock;0;0,657775736
bedroom;0;0,67433699
t-shirt;0;0,894182591
hat;0;0,311607886
compiler;0;0,581886111
screwdriver;0;0,43757994
cocksucks;1;0,572518159
many;0;0,765725538
p3n1shead;1;0,510202094
commitment;0;0,851032343
reacharound;1;0,349832297
programmer;0;0,90418463
p3nisfcukers;1;0,348568884
understanding;0;0,933645143
table;0;0,077187799
direction;0;0,303708877
humility;0;0,539760884
bitchers;1;0,979220923
jerk-0ff;1;0,946670076
laptop;0;0,297153218
stage;0;0,302498115
wanking;1;0,03676192
5;0;0,773606965
phukkeds;1;0,196949664
sky;0;0,657171837
S&M;1;0,833364544
mango;0;0,442176323
streetlight;0;0,835168698
restaurant;0;0,482864972
bitch;1;0,396709936
bag;0;0,720205096
gin jockey;1;0,266892781
shark;0;0,194088107
pussy lick;1;0,868441515
raghead;1;0,315195123
seal;0;0,001654879
refrigerator;0;0,614919614
fork;0;0,093213453
people;0;0,599715277
ladle;0;0,607309113
bastardish;1;0,05863316
integrity;0;0,675041592
microwave;0;0,059151242
ice cream;0;0,843874904
lock;0;0,920616036
shitehead;1;0,09788579
supermarket;0;0,800033981
n1gger;1;0,139423173
butter;0;0,442640197
scarf;0;0,778665293
darkass;1;0,52501434
fuck;1;0,541932588
groid;1;0,493433451
jerks off;1;0,486610537
fukin;1;0,154279876
motherfxcking;1;0,478569318
mothafuckasses;1;0,291190931
negro;1;0,35051477
dreamer;0;0,596501089
some;0;0,886906009
groper;1;0,00147373
event;0;0,476587312
queers;1;0,093651323
fukwhore;1;0,973406984
hair;0;0,920122197
speed;0;0,300511244
house;0;0,977678724
piss face;1;0,238426359
valley;0;0,863413702
fuckwad;1;0,577484584
wallet;0;0,999480048
cuntlicker;1;0,420769955
celebration;0;0,326768047
beat the meat;1;0,555655676
chat;0;0,357518125
3jakulating;1;0,902182149
productivity;0;0,604352569
fvckin;1;0,332511439
dog shit;1;0,951358991
innovation;0;0,255971727
cock tease;1;0,258997471
wallet;0;0,577463496
fudgepackershitter;1;0,449825202
blowjob;1;0,664638567
dipstick;1;0,846714806
sheep;0;0,806537619
tie;0;0,882089978
jacket;0;0,965229433
consistency;0;0,627228074
destination;0;0,635027382
window;0;0,337119715
dogsh1t;1;0,188559222
transformation;0;0,937567003
bell end;1;0,862853885
full of shit;1;0,659726389
s_h_i_;1;0,871600524
faggot son-of-a-bitch;1;0,742442732
nobheads;1;0,629724502
wop;1;0,078508283
sum of a bitch;1;0,654067621
nigg3rs;1;0,419237708
hazelnut;0;0,854554611
performer;0;0,691905964
mindfulness;0;0,890485745
twats;1;0,443074373
tossing salad;1;0,696634787
buttfuckers;1;0,663973237
generosity;0;0,178740428
film;0;0,209149589
douchebag;1;0,733639493
dick fucker;1;0,722881732
pot;0;0,055842779
leaf;0;0,564312385
security;0;0,094138486
knobes;1;0,644354561
education;0;0,513214464
fucknuckle;1;0,636492461
jerkoffs;1;0,470657839
road;0;0,652359267
driver;0;0,219254834
assfuckerz;1;0,054022107
river;0;0,658154452
patience;0;0,095124946
philosopher;0;0,512337441
fudgepacking fucker;1;0,982393001
twat;1;0,366121854
globalization;0;0,695088629
of;0;0,424271645
Fckk;1;0,241996095
billboard;0;0,277002801
b00bz;1;0,951987479
ass eating nob jokeys;1;0,049852459
fker;1;0,665005213
shitties;1;0,8135384
match;0;0,032944489
m@derfaker;1;0,92871067
bastinado;1;0,523409336
shitte;1;0,808843914
motha fucker;1;0,730734133
goddamned;1;0,210335469
fucking A;1;0,396923687
year;0;0,447149664
mfk;1;0,494726397
field;0;0,840249907
see;0;0,753970405
gate;0;0,408983883
solution;0;0,047855092
jerk off;1;0,181041773
fucked;1;0,748802113
fecker;1;0,901369544
dick breath;1;0,825917622
l3i+ch;1;0,017876432
knobjocky;1;0,199159438
nail polish;0;0,793549809
mop;0;0,429285305
factory;0;0,110338543
fcka;1;0,326535125
tablet;0;0,94182713
jizzed;1;0,023979765
audition;0;0,582864232
mothter fuck;1;0,061384045
darky;1;0,575164324
suck my cock;1;0,705841917
shitey;1;0,776555653
cack;1;0,854366972
soap;0;0,488718728
fuking;1;0,34514816
challenge;0;0,941577798
analyst;0;0,268935433
w4nker;1;0,157024102
fagshit;1;0,96109416
higga;1;0,290699741
arse;1;0,290505027
stem;0;0,189479879
professor;0;0,532499751
movement;0;0,068948422
perception;0;0,838692433
butt hole;1;0,093747563
independence;0;0,489435093
fire truck;0;0,003683478
candle;0;0,027851862
advertisement;0;0,746648382
dignity;0;0,158581296
change;0;0,332557039
fag;1;0,434448782
suit;0;0,072713501
happiness;0;0,663942144
shi+;1;0,729455653
booty;1;0,467717462
airport;0;0,659970822
crazy sob;1;0,178883176
turtle;0;0,204234752
blender;0;0,019741634
f@cker bunny;1;0,825678105
trashbtch;1;0,004082929
jizz eater;1;0,199281291
towelshithead;1;0,609504268
recovery;0;0,445269212
bed;0;0,33972552
goddamnit;1;0,310782015
criteria;0;0,347240785
beef;0;0,981661867
ladiboy;1;0,241584439
nig;1;0,697902907
investment;0;0,551755043
walnut;0;0,313956938
shitfucks;1;0,610226125
butt-fuckers;1;0,820866782
assfvck3r;1;0,418698447
trend;0;0,109757081
twa+;1;0,428990504
face fuck;1;0,645309564
abeed;1;0,039449111
take;0;0,152751832
cinematographer;0;0,465982252
run;0;0,353454434
garage;0;0,459360262
wow!;0;0,245084113
oven dodger;1;0,93524856
or;0;0,927536498
p4rk;0;0,21538478
bitchin;1;0,144724736
dago;1;0,002151959
birthday;0;0,578493811
nikkas;1;0,94056902
sons of bitches;1;0,2908328
peckerhead;1;0,432139903
motherfucked;1;0,859356545
building;0;0,225290969
batshite;1;0,875882727
airplane;0;0,241972959
dog fucker;1;0,66377502
mothafuckazzes;1;0,940357126
cajones;1;0,545563973
dolt;1;0,87342527
prairie;0;0,892904714
light;0;0,628246712
belt;0;0,358950496
idea;0;0,440034303
keyboard;0;0,52696288
greaser;1;0,892334472
c0x;1;0,269951287
nobj0key;1;0,242334107
skirt;0;0,240262497
recycle;0;0,063462485
crotch fiddler;1;0,066897506
man;0;0,236641239
because;0;0,451240006
g0ddamned;1;0,90785899
darkshit;1;0,101582082
hoebag;1;0,078058331
cock droplets;1;0,916617251
gaysian;1;0,952022441
bullshit;1;0,613959423
performance;0;0,710563613
publisher;0;0,234090751
ass fuck;1;0,579916415
flexibility;0;0,360704805
shittings;1;0,858745453
soundtrack;0;0,042765734
peach;0;0,398131488
television;0;0,59988856
nobhead;1;0,141234241
nigguhz;1;0,174654191
sk@nky;1;0,915895937
niggress;1;0,456109504
bathtub;0;0,438838432
d1ckz;1;0,935150241
speaker;0;0,078523878
clarification;0;0,777720553
perception;0;0,542405289
sign;0;0,037102855
lion;0;0,624924832
faggots;1;0,17817239
pussylickers;1;0,289595855
doggy_style;1;0,544113396
commitment;0;0,626355
cokmuncher;1;0,854428729
dogshit;1;0,380916558
bike;0;0,518264295
jizz licker;1;0,404353981
meteorologist;0;0,853033362
sculptor;0;0,615613025
breasts;1;0,073112502
scissors;0;0,342822867
socket;0;0,975875471
theater;0;0,679795497
evaluation;0;0,165352001
result;0;0,243685004
playground;0;0,888880463
transparency;0;0,742534471
honesty;0;0,991158983
mutherfucker;1;0,743676024
stfu;1;0,151734175
efficacy;0;0,607892695
dickz;1;0,175506066
swamp;0;0,300848938
p0rn;1;0,991445184
his;0;0,174777759
mf'er;1;0,605611924
negroid;1;0,706632977
juice;0;0,852809185
slutty;1;0,849837201
br0ther;0;0,973277731
jigga;1;0,01669379
do;0;0,611035293
gayest;1;0,354659061
lily;0;0,438460518
intelligence;0;0,384545318
thing;0;0,711100418
shitass;1;0,908798717
donkey;0;0,473438352
m0therfucker;1;0,658670525
innovator;0;0,476822155
0ral seks;1;0,718974147
shitdick;1;0,575775691
beer;0;0,430905829
dikhead;1;0,710764944
gorilla;0;0,750478168
technology;0;0,064248784
packet;0;0,492648627
dimension;0;0,331100874
shorts;0;0,372801486
phukings;1;0,598065625
supporter;0;0,52166627
excellence;0;0,593176399
gratitude;0;0,274801769
dipshit;1;0,117687148
work;0;0,488460664
muthafeckers;1;0,200814966
drill;0;0,645595833
dump a load;1;0,553734576
interaction;0;0,731781061
fugged;1;0,303560633
function;0;0,446364835
store;0;0,077535829
designer;0;0,649688515
hosting;0;0,36891845
assfk;1;0,932621685
skanks;1;0,970731986
bitchlike;1;0,754822186
fucker off;1;0,66951707
piss shit;1;0,090027503
rain;0;0,845051911
faucet;0;0,712449348
phuckin;1;0,064861788
village;0;0,184735391
construction;0;0,115548452
nikk3r;1;0,909300546
doggy style;1;0,234333914
tickle the pickle;1;0,782162252
niccer;1;0,388081462
lizard;0;0,744523089
knife;0;0,992894066
discipline;0;0,695001931
phuks;1;0,260700594
phucking;1;0,296721675
cocksuck;1;0,79812739
goose;0;0,564190438
night;0;0,783897229
clarity;0;0,320704536
sustainability;0;0,717167847
date;0;0,357121546
l@dyb0i;1;0,786111555
functionality;0;0,201248682
fuck face;1;0,732158827
feck;1;0,465928707
mufdivin;1;0,614501028
administrator;0;0,320150647
fagot;1;0,623537656
milf;1;0,005019479
clusterfucked;1;0,086202123
measurement;0;0,732114769
discovery;0;0,271561433
get;0;0,396787189
mothafucka;1;0,773013531
peacock;0;0,824497865
pussy fucker;1;0,101650693
advancement;0;0,197369228
blueberry;0;0,955201218
kangaroo;0;0,638735839
concept;0;0,642810922
muthafuckker;1;0,197790055
vision;0;0,512764107
adaptation;0;0,66297614
forest;0;0,977890166
warehouse;0;0,533982359
cawksucker;1;0,71768255
pricks;1;0,33518835
street;0;0,687152855
shitbird;1;0,06651756
sh1s;1;0,673200699
r3tard;1;0,285395524
year;0;0,163931516
cooter shooting;1;0,332932953
adapter;0;0,464434535
mf'ers;1;0,485970465
towel;0;0,370684762
be;0;0,556414652
fun;0;0,503814765
lamp;0;0,15216258
charging cable;0;0,232883153
address;0;0,861157386
butterfly;0;0,21488578
motherfuckeds;1;0,741975084
niga;1;0,798823251
hypothesis;0;0,132533078
knob eater;1;0,869058929
n1gga;1;0,261935549
fack;1;0,575463913
animal fucker;1;0,529887228
two;0;0,982590925
honesty;0;0,314417766
sky;0;0,891893773
mongrel;1;0,227859146
dumbass;1;0,304581657
fart-fucker;1;0,097078546
ring;0;0,154819593
cocksuckers;1;0,823605019
examination;0;0,147849732
batteries;0;0,894153609
me;0;0,488163643
shitassfucker;1;0,995647671
success;0;0,120289948
cockface;1;0,462561698
sand;0;0,051338734
crotchy;1;0,56588003
higg@;1;0,61121074
shi+e;1;0,768322867
helicopter;0;0,312605043
change;0;0,517184952
go to hell;1;0,106119563
phucup;1;0,12864409
community;0;0,583596716
orchid;0;0,913275482
toilet paper;0;0,729124432
coat;0;0,667084283
shirt;0;0,751536621
empowerment;0;0,655929307
phukup;1;0,367294271
intelligence;0;0,25650194
br4inless;1;0,328955627
motherfuckka;1;0,727404976
breakfast;0;0,634151554
frog;0;0,394011666
visionary;0;0,534989819
email;0;0,715919358
algorithm;0;0,176516558
f@gging;1;0,190870173
p3nisfvckers;1;0,452923913
fuckshit;1;0,967894782
drink;0;0,628054094
supply;0;0,237333629
happy;0;0,913787847
motherfvcker;1;0,341277746
d1ck;1;0,983550235
chesticles;1;0,538427134
specialist;0;0,652538349
idea;0;0,588097257
dog fucking;1;0,689888027
possibility;0;0,953173179
marker;0;0,241393827
light bulb;0;0,651578419
fuckasses;1;0,494044624
bull;0;0,912879184
mother fuck;1;0,601604102
salt;0;0,879665839
inspiration;0;0,797252664
motherfuckins;1;0,584813723
fan;0;0,303874524
shiesterfuck;1;0,619740543
these;0;0,39171423
d1cks;1;0,494264279
cyberfvcks;1;0,686917977
structure;0;0,098680974
cultivation;0;0,523334208
c0cksuccer;1;0,425529812
hate;1;0,795071165
butt fucker;1;0,583810404
parking;0;0,354619454
bear;0;0,174730847
slanty;1;0,036984072
apeshite;1;0,198782104
cock head;1;0,835709787
kitchen;0;0,222272592
market;0;0,166379935
shittydicks;1;0,834815547
who;0;0,90052624
phukk;1;0,794633351
glue;0;0,356399602
knobend;1;0,737967101
wetback;1;0,623239502
planning;0;0,633806025
girlieboy;1;0,43716201
blackberry;0;0,565101837
desk;0;0,505592536
bowl;0;0,246922208
not;0;0,923495304
asses;1;0,330629017
wanks;1;0,709090145
output;0;0,433906049
bassturd;1;0,590487422
sons-of-bitches;1;0,322567428
melon;0;0,485377819
recycling bin;0;0,921735644
shitbag;1;0,744895138
weenie;1;0,931518474
niggers;1;0,27150587
peninsula;0;0,696247542
god-damned;1;0,082014078
automation;0;0,065363479
penisfvcker;1;0,265511942
hail;0;0,396004672
dress;0;0,015382694
option;0;0,74513893
into;0;0,327210001
pu$sy;1;0,52266373
trust;0;0,653623256
carrot;0;0,541529092
mudderfukker;1;0,302412111
a_s_s;1;0,524498715
sons of b1tches;1;0,528523398
goddamn;1;0,062529432
accommodation;0;0,217746591
feg;1;0,339276165
cat;0;0,85214457
trouser snake;1;0,506941951
corn;0;0,493131789
will;0;0,835328506
vulnerability;0;0,135410423
dryer;0;0,145466859
reaction;0;0,56088268
shitdicks;1;0,729217478
one;0;0,59616708
assmunch;1;0,165513001
arse-shagger;1;0,251281308
store;0;0,154784717
whore;1;0,038710008
reality;0;0,105512735
fxcked;1;0,60284785
growth;0;0,846558192
pathway;0;0,592001801
divinity;0;0,657322036
no;0;0,8486291
clusterfucking;1;0,090498527
octopus;0;0,493263155
notebook;0;0,369726182
packingfudge;1;0,141556005
s.o.b.;1;0,248851044
creativity;0;0,76283289
camel;0;0,470352066
potato;0;0,019023659
play;0;0,788895341
fvckwhi;1;0,411528434
breakthrough;0;0,772405382
pigfucker;1;0,993668408
mthrfcker;1;0,824119506
bastid;1;0,144856942
fuq;1;0,842547037
cuntelope;1;0,044818539
d!ck;1;0,882899301
fukked;1;0,568295661
dog fuck;1;0,116185845
income;0;0,91864087
forest;0;0,895401534
integration;0;0,052750884
design;0;0,347409638
jackoffz;1;0,44552356
coolie;1;0,460892305
sun;0;0,187066996
I;0;0,822987944
homo;1;0,329570006
tw@t;1;0,719392186
motherfuckings;1;0,734076187
ar5e;1;0,841801116
bitcher;1;0,899177589
storefront;0;0,701766741
volcano;0;0,957340599
drawer;0;0,956784949
enthusiasm;0;0,103685891
mfing;1;0,441840583
bitchez;1;0,504014807
pond;0;0,763790706
compassion;0;0,958056409
cooties;1;0,033698639
standardization;0;0,469343528
banana;0;0,128070056
Mothafucc;1;0,296429459
leadership;0;0,907788817
pancake face;1;0,707347029
neggar;1;0,918768483
blogger;0;0,382670441
m0therfvcker;1;0,256613131
butthole;1;0,828858096
negga;1;0,979992908
complexity;0;0,81484093
preference;0;0,42955398
rabbit;0;0,258771346
wine;0;0,119206577
lamp;0;0,325428019
pocket;0;0,872530531
phucks;1;0,948116326
discovery;0;0,64114192
fvcker;1;0,908639989
traffic jam;0;0,031501716
hill;0;0,286587407
fcks;1;0,571973391
they;0;0,172530784
penisfcker;1;0,575309846
adjustment;0;0,373040351
butthole boy;1;0,18015292
n0bhead;1;0,671999763
progression;0;0,288634192
more;0;0,282360334
pumpkin;0;0,436184374
game;0;0,589628312
discussion;0;0,688310963
shithead;1;0,946203384
vacuum cleaner;0;0,69907543
customization;0;0,456118146
optimism;0;0,121723562
electronic;0;0,280240309
ass-hole;1;0,012738845
fan;0;0,166746967
n1gg@hs;1;0,279844258
cunt lick;1;0,044667993
cockmonger;1;0,908000527
remote;0;0,754783984
puzzies;1;0,30335132
television;0;0,585353312
flamers;1;0,147938693
vulva;1;0,489967495
fuckbag;1;0,474593503
spoon;0;0,252284643
thought;0;0,796111267
cabbage;0;0,811503953
sack;1;0,338120462
piss of shit;1;0,52151369
rhinoceros;0;0,204989201
expansion;0;0,46216283
sonofabitch;1;0,250590263
resourcefulness;0;0,390860506
buttermilk;1;0,153260361
arse-fuckers;1;0,887391442
ketchup;0;0,609232213
w@nker;1;0,94260304
goat;0;0,311932939
audience;0;0,820996712
bum-bandits;1;0,026874698
storm;0;0,719912717
asshole fucker;1;0,685102826
dedication;0;0,650333854
twink;1;0,295831009
knickers;1;0,808268923
lighting;0;0,312310844
plum;0;0,536852882
automation;0;0,894683058
problem;0;0,276996627
asset;0;0,031966827
a;0;0,496719645
sock;0;0,85170217
motherfvcking;1;0,93223797
motherfvck;1;0,795091877
mothafcked;1;0,912175958
originality;0;0,521119676
remote;0;0,41449909
forgiveness;0;0,046368989
serenity;0;0,054864554
snake;0;0,528513467
muhfucking;1;0,650585563
bangbros;1;0,789471018
m0f0;1;0,841694764
tar-baby;1;0,406677788
cocksucking mothafuckers;1;0,27421403
store;0;0,036290468
frequency;0;0,770323012
shit face;1;0,450527471
grass;0;0,046836479
kindness;0;0,140196301
physicist;0;0,445414319
shit;1;0,537405061
phuku;1;0,119723426
pigfucking;1;0,760981202
shiesterfucks;1;0,691949002
shitefuck;1;0,073467917
l@dyboy;1;0,273832236
tie;0;0,026695052
restaurant;0;0,484928202
fcuks;1;0,48091866
mail;0;0,466206327
toaster;0;0,753203849
bridge;0;0,28244429
action;0;0,115977605
job;0;0,277260851
motherfukker;1;0,027844565
pussies;1;0,861573382
either;0;0,28909464
4r5ed;1;0,094973263
expansion;0;0,586472776
arse hole;1;0,892524681
bum-driller;1;0,664724672
pissoff;1;0,618911721
inventor;0;0,951281434
freedom;0;0,562802965
f_u_c_k;1;0,656538206
mothafuckins;1;0,066440363
fence;0;0,729906829
analingus;1;0,695926559
ceiling;0;0,889311278
ass muncher;1;0,248458493
density;0;0,360394428
slit;1;0,695421187
shitterfucker;1;0,379568588
turdcutter;1;0,465415461
jiggabu;1;0,257309161
fuckheads;1;0,831264228
sh! +;1;0,884619105
chocha;1;0,307486643
air;0;0,392235042
branch;0;0,481385245
cup;0;0,515680373
trashbitches;1;0,348495801
butt-fucking-bandit;1;0,260517086
ass fucking boiolas;1;0,363034893
antenna;0;0,73812704
cunt ass;1;0,082792649
coffee;0;0,220393317
chemist;0;0,468822824
b to the inch;1;0,884759025
cuntbollock;1;0,766051582
confidence;0;0,042214804
shit-arse;1;0,643747462
timber nigger;1;0,980553043
spanking;1;0,14274078
message;0;0,917929119
boot;0;0,64382494
imagination;0;0,730186113
duck;0;0,339806455
pussie;1;0,74235462
assfuckers;1;0,364033812
tacohead;1;0,394094208
stamp;0;0,693598153
shit-ass;1;0,687732048
fag queen;1;0,019104246
so;0;0,161165963
exploration;0;0,307449196
movie;0;0,044666032
fact;0;0,063590615
c0cksucked;1;0,263974781
jiggaboos;1;0,985677075
faggy;1;0,087565649
mecha fag;1;0,730057206
bitchy;1;0,895331902
phuccing;1;0,112178045
cock rider;1;0,849106472
decision;0;0,904842499
singer;0;0,645709955
momentum;0;0,433927344
bollockchops;1;0,894509678
house;0;0,701191781
knobed;1;0,052165451
second;0;0,940344135
trash;0;0,641736538
8;0;0,261337015
collaboration;0;0,152039991
hawk;0;0,90759255
meter;0;0,710472269
palm jockey;1;0,075890838
pecan;0;0,772452742
shitd1ck;1;0,903092555
humor;0;0,114814224
fckyeah;1;0,573433502
fukking;1;0,64660984
sambo;1;0,651128228
owl;0;0,1145067
shitty mofoes;1;0,344318225
dipshitty;1;0,6636428
cock sucker;1;0,318975894
fccuker;1;0,912228019
guideline;0;0,551397617
meat curtains;1;0,068066462
0ral sex;1;0,32064072
holy fuck;1;0,91511012
referee;0;0,157143055
intellectual;0;0,283723338
lake;0;0,616645615
kid diddler;1;0,39419594
frequency;0;0,956506673
puta;1;0,871546874
the;0;0,490577656
motherfvckeds;1;0,311184192
fisher;0;0,301788274
profit;0;0,573041097
cocksucker;1;0,76580746
gash-stabber;1;0,456491967
cunt fart;1;0,158637801
generosity;0;0,021092376
shiddick;1;0,183719208
f0cker;1;0,059815515
darktard;1;0,925747742
mothercker;1;0,451867979
we;0;0,371105869
rain;0;0,653701299
tunnel;0;0,550942973
shitbrain;1;0,125490161
fuccs;1;0,328553853
dickslapper;1;0,837782803
nobjokeys;1;0,075493353
pussy;1;0,234572312
engagement;0;0,995499343
crotch;1;0,887848358
owl;0;0,938830375
shi+y;1;0,2395718
cyberfukks;1;0,658477002
fish;0;0,046933761
sisfucker;1;0,185565605
salad tosser;1;0,526691303
first;0;0,099770942
documentary;0;0,106961081
failure;0;0,710258166
cock knocker;1;0,953071046
chinky;1;0,008465899
shitsful;1;0,042450616
creativity;0;0,945601658
expression;0;0,400898978
mofoes;1;0,05610225
mega fag;1;0,362350302
whale;0;0,194262468
closet fuckhead;1;0,439099395
evaluation;0;0,868958362
sissy;1;0,854479967
tree;0;0,34172155
ass fucking nob jokeys;1;0,874924062
room;0;0,233604498
ant;0;0,527605293
n1g3r;1;0,701569247
cockgobbler;1;0,576252285
c0ck;1;0,782383139
evening;0;0,75822364
balance;0;0,427543204
Jack off;1;0,989332033
briefcase;0;0,680960837
wave;0;0,333983433
dune coon;1;0,373974292
forest;0;0,97172838
mofuccers;1;0,833496894
magazine;0;0,562383125
wheat;0;0,635480349
muffindiving;1;0,933471159
momfucker;1;0,778498645
mouse;0;0,483711014
phukshit;1;0,199415772
niggahs;1;0,823595422
razor;0;0,472017332
rumor;0;0,279676849
arsefucker;1;0,562125444
confidence;0;0,197429892
geebag;1;0,687008443
fuck your mother;1;0,981098115
university;0;0,722931586
3at;0;0,7387606
way;0;0,86253707
w4nk3r;1;0,854999488
heater;0;0,426430906
stability;0;0,213806022
advancement;0;0,734719639
br0;0;0,193567811
f0ck;1;0,365095371
garbage can;0;0,350311726
whor3;1;0,718009679
fuckfaces;1;0,77134392
bottle;0;0,648419349
cuntlickers;1;0,792271382
tard;1;0,080017054
sink;0;0,29636358
comparison;0;0,270466247
shit head;1;0,575151639
cocksucc;1;0,401632841
niggass;1;0,226679661
shopping;0;0,853546104
balance;0;0,152434538
fuks;1;0,496332859
inflation;0;0,867105205
adaptation;0;0,766680569
mothafvcked;1;0,583501536
phuq;1;0,759536959
growth;0;0,221771884
dickless;1;0,675762009
kiddy touch;1;0,909534306
shitblimps;1;0,334036042
growth;0;0,617722626
c0ckhead;1;0,543092173
spider;0;0,340409226
m0therfuckeds;1;0,991865592
carpetmuncher;1;0,537221857
bee;0;0,550321355
watch;0;0,65224294
pigeon;0;0,785148007
dick smoker;1;0,529736221
anal pirate;1;0,424562817
mother fucking;1;0,154359034
calculation;0;0,672281826
sparrow;0;0,348132553
mothaf@cked;1;0,582014
s.o.b.s;1;0,615009506
path;0;0,771074569
storm;0;0,177597888
calculator;0;0,073284295
taking the piss;1;0,598874331
force;0;0,62781737
fucking asshole;1;0,70612917
make;0;0,8001249
shirt;0;0,437176173
mof0s;1;0,985537201
MFer;1;0,631081221
degree;0;0,471486201
new;0;0,430142268
cock munch;1;0,694682783
squirrel;0;0,791601206
coon;1;0,925200145
azz;1;0,636191259
recognition;0;0,100227378
in;0;0,726667188
distance;0;0,655867041
pussy licker;1;0,478857057
gyp;1;0,765293156
gasoline;0;0,69838217
mother fuck you;1;0,412175065
jizzstain;1;0,865244967
party;0;0,204803659
potential;0;0,031562997
evolution;0;0,427531839
weekend;0;0,681342347
cocksuckas;1;0,430144505
n1ggah;1;0,954403548
location;0;0,395088834
solidarity;0;0,087826454
fuku;1;0,115945381
progress;0;0,442163567
restore;0;0,209924872
biotchez;1;0,046359044
investment;0;0,612373036
coot coot;1;0,461801994
pedobears;1;0,561240903
backpack;0;0,716124363
other;0;0,338130444
sheet;1;0,072447554
participant;0;0,014351279
inclusion;0;0,175374264
arsewipe;1;0,408925415
goalkeeper;0;0,32859357
fruit;0;0,038142123
elephant;0;0,718291744
degree;0;0,201005565
brush;0;0,657116521
mommy;0;0,901913177
chicken;0;0,92647259
ransomware;0;0,026303514
play;0;0,083447313
c0ck;1;0,114075859
she;0;0,414299142
pressure;0;0,954894333
cholo;1;0,038367577
nicka;1;0,36589801
scarf;0;0,358767633
unity;0;0,847007169
fugger;1;0,646597502
jewboy;1;0,372177224
fag hag;1;0,459602703
coonie;1;0,994452954
BJ;1;0,004750192
computer;0;0,085332078
diversity;0;0,016239044
which;0;0,494091358
motherfacking;1;0,934700129
weiner;1;0,366509319
cocklicker;1;0,242726995
feck arse;1;0,136726842
feedback;0;0,932302984
researcher;0;0,727055587
jackass;1;0,072378122
freezer;0;0,419474092
expression;0;0,617228202
fuckheaded;1;0,666139662
to;0;0,9461598
ladyb0i;1;0,420343704
dumbass son-of-a-bitch;1;0,356827135
horse shit;1;0,536202294
horse;0;0,757872337
plan;0;0,215503384
trojan;0;0,974751402
ambulance;0;0,288578477
passion;0;0,042921081
position;0;0,9701573
girly bits;1;0,44515941
battery;0;0,856589633
cum goon;1;0,234281927
bottle;0;0,822445817
if;0;0,676590998
pusslicker;1;0,939874629
cocsuck;1;0,1655795
hope;0;0,191919167
achievement;0;0,223372681
nobjocky;1;0,161764368
fvcka;1;0,235595764
lightning;0;0,343213238
scamfuck;1;0,081043445
carpetmunchers;1;0,953562907
bugger off;1;0,489566794
cuntlick;1;0,572959126
caca;1;0,151313713
ja!lbait;1;0,430812142
spatula;0;0,961257221
wavelength;0;0,27809707
model;0;0,775926897
month;0;0,519441005
comb;0;0,708943273
wish;0;0,833136092
sleep;0;0,057961756
m0thafucked;1;0,798172257
evaluation;0;0,519669132
orange;0;0,910218522
assfuck;1;0,69851057
byte;0;0,39146742
hibiscus;0;0,465947727
motherfcking;1;0,42423305
coonies;1;0,196820035
shitface;1;0,024465225
school;0;0,159482389
episode;0;0,11933475
j-offs;1;0,608613453
shitheadfuckface;1;0,823163538
then;0;0,65158267
peacock;0;0,721361565
